transaction_id,customer_id,amount,merchant_category,hour,day_of_week,country,device_type,card_age_days,velocity,is_international,is_weekend,is_night,is_new_card,is_fraud
1907,2184,85.67,Grocery,6,0,US,desktop,4.7,0,1,0,0,0,0
2049,4003,414.99,Grocery,10,6,US,mobile,129.1,3,0,1,0,0,0
2189,2847,56.67,Food Delivery,21,4,US,mobile,237.0,1,0,0,0,1,1
2191,2450,105.2,Food Delivery,13,2,US,tablet,46.2,2,0,0,0,1,0
2287,4624,95.9,Grocery,23,3,US,tablet,17.3,1,0,0,1,0,1
2324,3609,51.71,Grocery,15,2,GB,desktop,465.6,3,0,0,0,0,0
2337,2819,156.82,Food Delivery,7,1,US,mobile,75.9,0,0,0,0,1,1
2384,2571,79.26,Retail,22,2,AU,desktop,201.6,3,0,0,0,0,1
2445,3392,101.3,Retail,15,0,BR,desktop,36.2,5,0,0,0,0,1
2458,4742,78.3,Travel,20,1,US,mobile,172.0,0,0,0,0,1,0
2560,3357,115.77,Health,6,2,CA,desktop,240.0,3,0,0,0,0,1
2574,2565,199.48,Retail,5,5,CA,desktop,504.2,0,0,1,1,0,0
2589,4880,132.53,Utilities,9,1,NG,desktop,139.1,3,0,0,0,0,0
2631,4742,98.49,Grocery,23,5,BR,desktop,367.4,1,0,1,1,0,1
2697,1511,82.02,Retail,0,0,US,mobile,15.2,0,0,0,1,0,1
2751,1980,184.38,Retail,13,0,BR,desktop,77.5,4,0,0,0,0,0
2769,2914,107.9,Health,10,6,US,mobile,144.0,6,0,1,0,0,0
2835,2552,200.12,Retail,1,0,US,tablet,27.5,0,0,0,1,0,1
2909,1510,16.85,Retail,15,0,CA,desktop,245.8,3,0,0,0,0,0
2960,2911,88.45,Grocery,18,4,FR,desktop,48.0,4,0,0,0,0,0
2971,3444,62.49,Retail,3,5,DE,desktop,61.1,2,0,1,1,0,0
3071,2691,71.99,Food Delivery,14,1,US,mobile,222.2,2,0,0,0,1,0
3099,1734,134.71,Utilities,2,2,US,mobile,8.5,1,0,0,1,0,0
3137,3322,103.08,Grocery,22,2,CA,desktop,130.3,4,0,0,0,0,0
3271,1659,863.66,Grocery,1,1,US,mobile,22.5,1,0,0,1,0,1
3286,2872,50.08,Grocery,19,6,US,mobile,279.6,4,0,1,0,0,0
3327,1643,154.3,Grocery,17,5,US,mobile,136.2,3,0,1,0,0,0
3352,4754,151.94,Retail,6,5,US,tablet,768.2,3,0,1,0,0,0
3365,1644,98.09,Grocery,21,5,US,mobile,333.6,4,0,1,0,0,0
3423,3402,290.41,Grocery,17,5,US,mobile,127.2,3,0,1,0,0,0
3463,4469,132.35,Retail,6,4,NG,desktop,38.0,3,0,0,0,0,0
3529,1749,12.74,Retail,2,2,US,mobile,3.9,2,0,0,1,0,0
3561,1272,31.41,Retail,6,5,US,mobile,565.4,4,0,1,0,0,0
3657,3058,350.65,Travel,12,4,US,mobile,97.4,0,0,0,0,1,0
3700,4038,75.51,Grocery,13,6,US,mobile,131.8,4,0,1,0,0,0
3714,1895,124.02,Grocery,0,1,US,mobile,24.7,0,0,0,1,0,1
3825,3375,656.04,Grocery,2,6,FR,desktop,72.0,2,0,1,1,0,1
3863,1990,281.72,Health,21,0,US,desktop,3.3,1,1,0,0,0,1
3923,2924,57.48,Entertainment,15,0,US,mobile,219.4,1,0,0,0,1,0
3930,3959,120.03,Food Delivery,18,1,US,mobile,884.4,2,0,0,0,1,1
3935,1733,33.69,Retail,23,5,FR,desktop,73.4,1,0,1,1,0,0
3941,3178,248.57,Grocery,10,2,GB,desktop,280.6,3,0,0,0,0,0
3942,2248,23.77,Entertainment,14,2,US,mobile,70.9,0,0,0,0,1,0
3960,1860,264.48,Retail,17,4,DE,desktop,78.3,3,0,0,0,0,0
3983,3683,81.74,Retail,4,2,US,mobile,1.0,1,0,0,1,0,0
4013,3757,40.7,Grocery,0,6,GB,desktop,79.9,2,0,1,1,0,0
4126,3016,320.96,Food Delivery,20,1,US,tablet,171.3,1,0,0,0,1,0
4139,4523,54.7,Travel,13,1,US,mobile,352.6,1,0,0,0,1,1
4158,2205,121.54,Grocery,5,5,BR,desktop,70.8,2,0,1,1,0,0
4184,4410,142.09,Retail,2,4,US,mobile,29.0,0,0,0,1,0,0
4230,1056,80.43,Retail,17,3,DE,desktop,41.3,3,0,0,0,0,0
4239,4037,193.44,Grocery,21,0,GB,desktop,202.1,5,0,0,0,0,0
4246,2117,114.09,Grocery,14,6,US,mobile,711.5,7,0,1,0,0,0
4269,1179,153.98,Retail,1,6,BR,desktop,188.9,0,0,1,1,0,1
4330,4517,51.46,Online,10,0,US,tablet,193.4,1,0,0,0,1,0
4376,3336,102.06,Grocery,16,1,DE,desktop,107.3,3,0,0,0,0,0
4436,4718,20.63,Grocery,15,1,US,desktop,1.0,0,1,0,0,0,0
4439,2377,23.59,Retail,5,5,CA,desktop,151.1,2,0,1,1,0,0
4462,2356,62.82,Retail,22,0,CA,desktop,275.7,5,0,0,0,0,1
4531,1120,122.83,Health,21,4,FR,desktop,373.2,3,0,0,0,0,1
4544,3449,127.7,Grocery,4,2,US,mobile,5.0,2,0,0,1,0,1
4679,3613,599.42,Food Delivery,13,4,US,mobile,87.5,1,0,0,0,1,1
4686,3911,83.22,Retail,3,6,BR,desktop,109.3,0,0,1,1,0,0
4694,4450,17.82,Retail,18,4,GB,desktop,264.4,3,0,0,0,0,0
4730,3660,18.75,Grocery,11,2,DE,desktop,518.1,6,0,0,0,0,1
4834,1946,250.13,Grocery,0,6,BR,desktop,741.2,1,0,1,1,0,0
4855,1222,183.88,Health,23,5,GB,desktop,238.6,2,0,1,1,0,0
4886,1809,73.77,Retail,14,5,US,mobile,925.8,4,0,1,0,0,1
4947,2479,91.46,Retail,7,6,US,mobile,40.8,3,0,1,0,0,0
5063,3465,77.88,Grocery,3,1,US,mobile,4.1,1,0,0,1,0,0
5079,4228,68.92,Health,20,5,US,mobile,110.7,3,0,1,0,0,1
5125,1461,71.37,Grocery,1,6,CA,desktop,85.8,0,0,1,1,0,0
5157,4716,427.08,Food Delivery,15,3,US,tablet,109.5,0,0,0,0,1,1
5185,4120,52.19,Grocery,23,1,US,mobile,8.5,0,0,0,1,0,1
5196,2627,79.25,Online,17,1,US,mobile,343.3,1,0,0,0,1,1
5285,4967,109.4,Grocery,4,0,US,mobile,9.4,0,0,0,1,0,1
5333,2563,642.44,Grocery,14,2,JP,desktop,62.9,3,0,0,0,0,0
5345,2140,19.22,Utilities,13,0,DE,desktop,171.1,5,0,0,0,0,1
5349,2237,244.47,Retail,5,5,FR,desktop,178.1,1,0,1,1,0,1
5366,1613,359.94,Health,20,3,FR,desktop,404.7,4,0,0,0,0,1
5383,2554,128.81,Online,22,3,US,mobile,308.6,0,0,0,0,1,0
5386,4502,38.92,Grocery,23,2,US,mobile,17.5,1,0,0,1,0,0
5400,4482,177.22,Grocery,1,5,GB,desktop,44.4,1,0,1,1,0,0
5428,1557,96.88,Health,3,6,DE,desktop,108.1,1,0,1,1,0,1
5535,1354,155.99,Grocery,14,4,DE,desktop,168.5,3,0,0,0,0,0
5576,3156,36.68,Retail,0,0,US,mobile,4.8,0,0,0,1,0,0
5611,2110,101.03,Travel,10,1,US,tablet,73.2,2,0,0,0,1,0
5759,3148,104.35,Retail,6,2,AU,desktop,86.8,3,0,0,0,0,0
5762,1647,145.66,Grocery,19,6,US,mobile,189.6,3,0,1,0,0,1
5785,3278,171.2,Retail,19,6,US,mobile,307.9,4,0,1,0,0,1
5833,4289,51.26,Utilities,10,0,CA,desktop,159.0,3,0,0,0,0,0
5849,3415,45.25,Retail,23,0,US,mobile,16.6,1,0,0,1,0,0
5930,2028,107.52,Retail,0,5,DE,desktop,98.8,1,0,1,1,0,1
5943,1799,308.72,Travel,20,2,US,mobile,311.6,0,0,0,0,1,0
6017,2327,139.65,Retail,20,6,US,mobile,35.8,3,0,1,0,0,1
6042,2573,65.59,Retail,8,4,DE,desktop,62.1,6,0,0,0,0,0
6052,1565,91.67,Grocery,9,5,US,tablet,62.6,5,0,1,0,0,1
6063,2511,111.87,Grocery,4,6,AU,desktop,125.5,2,0,1,1,0,0
6112,2982,1481.31,Health,13,6,US,desktop,190.0,2,0,1,0,0,0
6153,3631,22.7,Retail,13,3,US,desktop,14.2,0,1,0,0,0,0
6154,2349,27.96,Retail,9,2,CA,desktop,252.1,3,0,0,0,0,0
6169,4277,83.14,Health,8,1,US,desktop,6.1,2,1,0,0,0,0
6194,1334,131.13,Grocery,11,6,US,mobile,83.0,3,0,1,0,0,0
6250,1761,55.71,Grocery,2,3,US,mobile,19.6,0,0,0,1,0,0
6295,1269,103.57,Online,11,1,US,mobile,101.5,2,0,0,0,1,0
6320,2248,311.72,Retail,8,0,FR,desktop,262.4,6,0,0,0,0,0
6334,1384,109.02,Grocery,5,2,US,tablet,27.8,2,0,0,1,0,0
6345,1695,193.01,Entertainment,7,3,US,mobile,135.9,1,0,0,0,1,0
6384,1107,219.72,Travel,15,4,US,mobile,165.6,2,0,0,0,1,0
6564,1134,128.84,Grocery,8,4,US,desktop,1.3,0,1,0,0,0,0
6619,2282,172.87,Retail,8,1,GB,desktop,106.9,3,0,0,0,0,0
6734,3776,266.86,Food Delivery,12,0,US,mobile,205.2,2,0,0,0,1,0
6869,3990,44.43,Online,11,3,US,mobile,115.8,0,0,0,0,1,0
6882,2056,118.83,Grocery,1,1,US,mobile,2.1,0,0,0,1,0,0
6895,3797,466.74,Grocery,6,3,GB,desktop,52.7,3,0,0,0,0,0
6898,2312,63.83,Grocery,0,1,US,mobile,2.6,0,0,0,1,0,0
6927,2545,834.14,Food Delivery,16,3,US,mobile,192.9,2,0,0,0,1,0
6953,4226,138.39,Travel,6,0,US,mobile,155.4,2,0,0,0,1,1
6986,4423,262.97,Grocery,19,0,CA,desktop,693.2,4,0,0,0,0,1
6993,1924,25.24,Grocery,12,4,AU,desktop,143.3,3,0,0,0,0,1
7016,4239,172.08,Retail,0,5,CA,desktop,381.5,2,0,1,1,0,0
7038,3173,454.5,Food Delivery,15,4,US,mobile,161.4,1,0,0,0,1,0
7066,2893,65.28,Health,0,5,BR,desktop,312.5,0,0,1,1,0,0
7185,1919,24.81,Grocery,0,3,US,mobile,17.4,2,0,0,1,0,0
7203,2057,150.47,Online,18,3,US,mobile,366.1,1,0,0,0,1,0
7232,3778,144.08,Retail,16,2,GB,desktop,224.8,3,0,0,0,0,1
7240,4857,451.81,Grocery,4,5,JP,desktop,99.7,0,0,1,1,0,1
7340,3303,420.25,Retail,19,0,US,desktop,20.7,1,1,0,0,0,0
7352,4513,50.05,Grocery,0,5,JP,desktop,39.7,1,0,1,1,0,0
7355,4700,77.05,Retail,12,4,FR,desktop,220.0,3,0,0,0,0,0
7393,2133,298.94,Retail,7,5,US,tablet,72.0,3,0,1,0,0,0
7398,1099,288.59,Retail,9,2,CA,desktop,73.1,3,0,0,0,0,1
7461,3176,245.39,Grocery,10,1,DE,desktop,77.2,3,0,0,0,0,0
7488,3043,83.97,Travel,12,2,US,mobile,720.5,2,0,0,0,1,0
7520,1660,103.2,Grocery,5,6,DE,desktop,155.7,0,0,1,1,0,0
7589,1401,48.88,Online,13,1,US,mobile,61.5,2,0,0,0,1,0
7605,1306,450.33,Grocery,4,5,DE,desktop,384.2,1,0,1,1,0,0
7611,1201,144.76,Retail,5,5,FR,desktop,107.0,1,0,1,1,0,0
7654,2082,109.51,Grocery,19,3,US,desktop,28.8,0,1,0,0,0,0
7676,1159,29.39,Grocery,13,2,CA,desktop,48.4,4,0,0,0,0,0
7838,3641,61.68,Grocery,5,6,FR,desktop,323.2,2,0,1,1,0,1
7855,3988,273.33,Grocery,8,5,US,mobile,76.1,3,0,1,0,0,0
7867,3812,169.86,Retail,16,5,US,tablet,70.6,5,0,1,0,0,1
7876,3596,85.09,Retail,5,0,US,mobile,1.0,0,0,0,1,0,1
7903,2338,570.81,Retail,9,0,JP,desktop,294.1,3,0,0,0,0,0
7911,1185,156.06,Online,7,4,US,mobile,77.0,0,0,0,0,1,1
7947,3867,200.98,Travel,11,0,US,mobile,65.5,0,0,0,0,1,1
8225,4562,172.56,Retail,12,5,US,mobile,118.7,6,0,1,0,0,0
8272,1081,171.0,Health,15,1,US,desktop,6.9,1,1,0,0,0,0
8279,1688,13.48,Travel,22,0,US,tablet,299.4,0,0,0,0,1,0
8281,3538,39.25,Health,0,5,AU,desktop,214.6,0,0,1,1,0,0
8327,2266,168.45,Travel,11,0,US,mobile,86.8,2,0,0,0,1,0
8416,1246,44.78,Food Delivery,12,1,US,mobile,46.9,2,0,0,0,1,1
8466,3929,36.56,Travel,6,2,US,tablet,214.4,0,0,0,0,1,0
8642,4296,154.09,Grocery,10,1,FR,desktop,488.3,3,0,0,0,0,1
8693,4968,136.95,Grocery,3,5,GB,desktop,71.3,2,0,1,1,0,0
8707,3344,115.41,Grocery,6,1,FR,desktop,83.1,3,0,0,0,0,0
8713,4435,105.49,Retail,17,5,US,mobile,63.6,4,0,1,0,0,0
8716,2255,48.3,Retail,3,5,CA,desktop,314.5,1,0,1,1,0,0
8766,1900,55.9,Grocery,10,1,US,desktop,10.9,0,1,0,0,0,1
8779,1588,27.38,Grocery,3,6,BR,desktop,152.9,1,0,1,1,0,0
8806,1077,27.75,Retail,14,4,DE,desktop,418.1,3,0,0,0,0,0
8829,3510,48.0,Retail,7,1,US,desktop,23.8,1,1,0,0,0,1
8845,3058,86.44,Retail,14,3,DE,desktop,1057.7,4,0,0,0,0,0
8903,3278,73.14,Entertainment,13,3,US,mobile,61.7,1,0,0,0,1,0
8914,1595,207.07,Retail,4,5,CA,desktop,50.3,0,0,1,1,0,0
8953,2476,79.27,Grocery,10,6,US,mobile,238.4,4,0,1,0,0,0
9045,4834,212.0,Retail,3,5,CA,desktop,201.5,1,0,1,1,0,1
9064,2268,68.98,Grocery,5,2,US,mobile,2.3,2,0,0,1,0,0
9107,2893,114.15,Entertainment,19,0,US,mobile,607.1,1,0,0,0,1,0
9156,1316,150.91,Grocery,0,6,AU,desktop,46.8,1,0,1,1,0,0
9235,2904,75.34,Utilities,9,2,US,desktop,10.9,1,1,0,0,0,1
9257,2907,127.7,Retail,4,4,US,mobile,29.2,1,0,0,1,0,1
9319,2802,303.73,Retail,19,2,CA,desktop,438.9,4,0,0,0,0,0
9376,2812,165.41,Grocery,3,5,AU,desktop,133.0,1,0,1,1,0,0
9378,4426,107.51,Grocery,2,6,CA,desktop,64.7,1,0,1,1,0,0
9383,3918,103.36,Grocery,4,5,FR,desktop,44.9,2,0,1,1,0,0
9461,1643,19.72,Travel,15,1,US,mobile,42.9,1,0,0,0,1,0
9466,2373,23.1,Grocery,9,2,CA,desktop,272.5,3,0,0,0,0,1
9496,3468,202.18,Grocery,5,2,US,mobile,23.0,1,0,0,1,0,0
9499,4673,50.99,Grocery,18,6,US,mobile,30.4,3,0,1,0,0,0
9534,3635,28.54,Retail,17,5,US,mobile,331.8,3,0,1,0,0,1
9563,3609,283.66,Grocery,13,0,GB,desktop,86.2,5,0,0,0,0,0
9583,4261,34.34,Retail,11,4,CA,desktop,613.0,5,0,0,0,0,1
9635,3885,70.0,Grocery,6,2,FR,desktop,71.0,4,0,0,0,0,1
9699,3991,54.31,Grocery,23,5,JP,desktop,348.5,2,0,1,1,0,1
9721,4230,123.24,Utilities,1,6,DE,desktop,75.7,1,0,1,1,0,0
9782,1900,59.08,Grocery,15,3,CA,desktop,407.1,4,0,0,0,0,1
9918,2443,275.51,Grocery,0,2,US,mobile,25.0,2,0,0,1,0,0
9919,3688,144.97,Health,8,5,US,mobile,58.1,3,0,1,0,0,0
9939,3471,23.72,Travel,11,3,US,tablet,80.2,1,0,0,0,1,0
10008,1666,207.53,Grocery,23,4,US,tablet,13.4,2,0,0,1,0,1
10207,4509,657.05,Grocery,9,4,GB,desktop,622.0,4,0,0,0,0,0
10287,3979,32.95,Online,20,4,US,mobile,49.2,1,0,0,0,1,0
10303,1583,575.28,Retail,4,5,GB,desktop,42.1,1,0,1,1,0,0
10464,4661,24.09,Retail,9,0,JP,desktop,87.0,3,0,0,0,0,0
10484,2173,100.72,Online,13,3,US,mobile,354.4,2,0,0,0,1,0
10510,4006,103.6,Utilities,1,6,GB,desktop,616.9,2,0,1,1,0,0
10636,4671,123.52,Travel,12,0,US,mobile,191.0,1,0,0,0,1,0
10726,1568,119.16,Online,6,2,US,mobile,86.3,2,0,0,0,1,1
10778,2822,161.1,Travel,12,2,US,tablet,131.2,0,0,0,0,1,0
10794,2248,80.87,Retail,10,0,GB,desktop,31.6,4,0,0,0,0,0
10848,1024,50.83,Grocery,4,6,NG,desktop,249.8,0,0,1,1,0,0
10856,4269,42.37,Grocery,17,3,GB,desktop,200.8,4,0,0,0,0,1
10883,2506,23.36,Grocery,5,1,US,mobile,22.1,2,0,0,1,0,0
10900,2782,73.66,Utilities,4,6,GB,desktop,166.6,1,0,1,1,0,0
11007,2866,57.63,Travel,19,1,US,mobile,53.8,2,0,0,0,1,0
11041,3533,77.39,Grocery,12,0,CA,desktop,302.8,4,0,0,0,0,0
11053,4723,117.81,Health,0,3,US,mobile,9.1,0,0,0,1,0,0
11065,4257,204.3,Retail,23,5,CA,desktop,85.3,1,0,1,1,0,0
11119,2172,89.86,Grocery,9,6,US,mobile,177.6,3,0,1,0,0,0
11217,3203,288.35,Retail,14,5,US,mobile,112.6,4,0,1,0,0,1
11244,2247,47.97,Grocery,9,2,US,desktop,12.8,1,1,0,0,0,0
11284,4187,18.31,Entertainment,20,0,US,mobile,135.7,1,0,0,0,1,0
11369,4416,65.82,Retail,2,3,US,tablet,6.3,1,0,0,1,0,0
11441,3940,31.02,Health,12,4,US,desktop,11.0,2,1,0,0,0,0
11444,1257,68.41,Food Delivery,14,4,US,mobile,48.9,0,0,0,0,1,0
11503,4031,56.25,Entertainment,21,4,US,mobile,52.5,2,0,0,0,1,0
11519,1070,8.93,Utilities,19,0,AU,desktop,126.9,5,0,0,0,0,0
11534,2433,7.4,Grocery,10,6,US,mobile,83.2,4,0,1,0,0,1
11535,4345,63.68,Grocery,4,5,CA,desktop,94.4,0,0,1,1,0,0
11597,3075,228.65,Utilities,6,4,BR,desktop,64.9,3,0,0,0,0,1
11611,2356,60.15,Utilities,11,6,US,mobile,37.7,3,0,1,0,0,0
11626,3716,398.5,Entertainment,6,4,US,mobile,410.1,1,0,0,0,1,0
11671,1924,12.03,Grocery,10,4,US,desktop,2.4,1,1,0,0,0,0
11681,2090,46.05,Retail,8,5,US,mobile,715.9,5,0,1,0,0,0
11699,4842,177.13,Entertainment,6,3,US,mobile,74.7,1,0,0,0,1,1
11715,3645,9.84,Retail,21,6,US,tablet,34.0,3,0,1,0,0,0
11724,1122,46.51,Travel,17,4,US,tablet,145.4,1,0,0,0,1,0
11783,4392,240.1,Retail,17,5,US,tablet,39.4,3,0,1,0,0,0
11784,3354,116.38,Grocery,5,5,JP,desktop,145.1,2,0,1,1,0,0
11786,3070,270.5,Retail,10,6,US,mobile,36.0,3,0,1,0,0,0
11798,3116,28.77,Utilities,3,1,US,mobile,6.2,0,0,0,1,0,0
11883,3508,53.29,Utilities,22,0,JP,desktop,556.8,5,0,0,0,0,0
11940,4196,216.88,Retail,5,5,DE,desktop,156.9,0,0,1,1,0,0
11949,1715,100.92,Retail,1,6,DE,desktop,79.0,1,0,1,1,0,0
11974,1170,23.15,Grocery,4,2,US,mobile,20.1,0,0,0,1,0,0
11996,4263,226.84,Grocery,5,5,DE,desktop,35.0,1,0,1,1,0,1
12021,2546,547.4,Grocery,16,6,US,mobile,399.3,3,0,1,0,0,0
12031,3873,7.42,Grocery,2,1,US,tablet,4.0,2,0,0,1,0,1
12054,1606,118.64,Retail,15,4,US,desktop,3.8,2,1,0,0,0,0
12055,3905,147.95,Retail,0,5,CA,desktop,301.1,2,0,1,1,0,0
12076,2138,43.6,Grocery,9,5,US,mobile,98.5,3,0,1,0,0,0
12106,4396,99.84,Grocery,5,4,US,mobile,29.2,2,0,0,1,0,1
12130,2329,264.59,Retail,0,4,US,tablet,14.2,2,0,0,1,0,1
12146,1051,54.04,Health,15,5,US,mobile,251.9,4,0,1,0,0,0
12186,3465,217.06,Retail,1,1,US,mobile,2.8,0,0,0,1,0,0
12213,1947,62.89,Retail,22,5,US,mobile,325.0,3,0,1,0,0,0
12225,2917,81.12,Entertainment,8,2,US,mobile,140.8,0,0,0,0,1,0
12229,3233,308.94,Health,1,4,US,mobile,17.0,2,0,0,1,0,0
12242,1223,53.12,Grocery,7,1,FR,desktop,104.0,4,0,0,0,0,0
12269,2101,36.51,Food Delivery,18,0,US,mobile,34.7,0,0,0,0,1,1
12312,1388,33.82,Travel,21,1,US,mobile,421.4,1,0,0,0,1,1
12332,3609,64.49,Grocery,14,4,GB,desktop,51.2,3,0,0,0,0,1
12350,2702,143.8,Retail,18,0,US,desktop,7.5,0,1,0,0,0,0
12386,1779,29.09,Grocery,1,5,CA,desktop,234.1,2,0,1,1,0,0
12421,3081,26.21,Grocery,22,5,US,mobile,327.2,3,0,1,0,0,0
12523,2797,137.47,Grocery,2,5,AU,desktop,55.5,1,0,1,1,0,0
12529,3881,175.88,Food Delivery,11,4,US,mobile,47.0,2,0,0,0,1,0
12594,4217,457.34,Food Delivery,22,3,US,mobile,81.3,0,0,0,0,1,1
12644,2514,10.49,Utilities,23,5,CA,desktop,255.0,0,0,1,1,0,0
12669,4380,50.41,Retail,17,0,CA,desktop,289.6,5,0,0,0,0,0
12724,3557,91.48,Retail,13,6,US,mobile,499.5,3,0,1,0,0,0
12854,1457,90.13,Travel,19,1,US,mobile,289.3,1,0,0,0,1,1
12869,3083,31.44,Grocery,15,1,US,desktop,14.7,0,1,0,0,0,1
12923,1637,116.76,Grocery,3,0,US,mobile,22.5,2,0,0,1,0,1
12980,4964,67.4,Retail,12,5,US,mobile,91.0,3,0,1,0,0,1
12998,2496,33.72,Retail,20,0,GB,desktop,70.8,3,0,0,0,0,0
13006,3317,167.65,Retail,6,1,DE,desktop,48.2,3,0,0,0,0,1
13036,3604,211.85,Retail,10,3,US,desktop,21.6,1,1,0,0,0,0
13048,1878,364.01,Grocery,2,0,US,mobile,27.1,1,0,0,1,0,1
13112,2523,11.34,Retail,3,0,US,mobile,13.7,0,0,0,1,0,0
13139,4010,25.93,Grocery,3,3,US,mobile,15.1,1,0,0,1,0,0
13165,3441,201.37,Travel,14,2,US,mobile,48.1,1,0,0,0,1,1
13183,3977,97.56,Grocery,4,1,US,mobile,13.2,2,0,0,1,0,0
13350,3732,59.44,Grocery,0,4,US,mobile,15.4,2,0,0,1,0,0
13354,2742,47.83,Food Delivery,18,4,US,mobile,37.6,0,0,0,0,1,1
13380,2901,56.11,Grocery,16,2,CA,desktop,65.7,3,0,0,0,0,0
13418,3423,120.21,Retail,6,2,AU,desktop,202.6,3,0,0,0,0,1
13444,2516,129.45,Retail,7,6,US,tablet,310.9,3,0,1,0,0,1
13453,2280,33.04,Utilities,11,5,US,mobile,107.2,4,0,1,0,0,0
13466,4416,82.15,Travel,8,0,US,mobile,92.6,2,0,0,0,1,0
13514,4194,88.03,Grocery,21,3,CA,desktop,73.4,4,0,0,0,0,0
13592,3222,613.19,Entertainment,10,3,US,mobile,101.3,0,0,0,0,1,0
13686,3891,324.92,Grocery,20,0,DE,desktop,95.6,4,0,0,0,0,0
13728,2299,46.19,Travel,14,1,US,mobile,67.1,0,0,0,0,1,1
