transaction_id,customer_id,amount,merchant_category,hour,day_of_week,country,device_type,card_age_days,velocity,is_international,is_weekend,is_night,is_new_card,is_fraud
53,2455,24.01,Entertainment,12,6,US,tablet,26.1,0,0,1,0,1,0
54,2866,38.66,Health,20,5,US,desktop,145.2,4,0,1,0,0,0
55,2991,98.39,Retail,23,1,US,desktop,173.8,0,0,0,1,1,1
56,1175,80.01,Retail,5,2,AU,desktop,1006.1,2,0,0,1,0,0
57,3186,1928.94,Travel,9,2,US,mobile,513.1,0,0,0,0,0,0
58,1617,23.43,Food Delivery,14,0,US,tablet,131.0,2,0,0,0,0,0
59,3973,79.43,Online,9,5,US,desktop,43.3,1,0,1,0,0,0
60,3732,21.68,Travel,1,0,US,mobile,14.8,2,0,0,1,0,0
61,4690,61.08,Retail,18,5,US,mobile,99.4,1,0,1,0,0,0
62,3979,63.62,Grocery,13,3,US,tablet,195.8,0,0,0,0,0,0
63,2466,209.53,Online,3,3,US,tablet,33.3,2,0,0,1,0,1
64,4870,57.42,Travel,15,0,US,desktop,57.1,2,0,0,0,1,0
65,2643,74.34,Travel,21,4,CA,desktop,61.6,5,0,0,0,0,0
66,2303,58.54,Grocery,15,5,GB,desktop,341.3,1,0,1,0,0,0
67,4622,22.17,Grocery,11,2,US,desktop,239.4,4,0,0,0,0,0
68,2481,46.89,Grocery,18,1,US,tablet,68.0,1,0,0,0,1,0
69,1305,61.44,Food Delivery,6,6,DE,desktop,62.9,2,0,1,0,0,1
70,2878,96.91,Online,2,3,US,mobile,92.0,1,0,0,1,0,0
71,4182,157.42,Retail,11,4,CA,mobile,198.5,0,0,0,0,0,0
72,1757,71.19,Travel,6,5,US,desktop,4.2,3,0,1,0,0,0
73,2851,69.95,Entertainment,11,4,GB,tablet,3.2,2,0,0,0,1,1
74,1519,16.11,Entertainment,16,3,DE,desktop,139.7,2,0,0,0,0,0
75,3745,154.43,Online,20,4,JP,desktop,280.9,4,1,0,0,0,0
76,2902,44.88,Online,14,6,US,desktop,182.3,2,0,1,0,0,0
77,2320,190.02,Food Delivery,14,4,US,desktop,141.8,2,0,0,0,0,0
78,1907,335.77,Food Delivery,22,5,CA,desktop,166.1,0,1,1,0,0,0
79,3257,74.6,Grocery,21,1,US,tablet,208.1,2,0,0,0,0,0
80,3679,32.35,Retail,18,1,US,desktop,56.9,1,0,0,0,0,0
81,4761,88.53,Grocery,21,0,FR,desktop,660.7,2,0,0,0,0,0
82,2748,127.57,Food Delivery,11,0,US,desktop,332.1,1,0,0,0,0,0
83,1642,65.66,Online,18,3,US,tablet,368.5,0,0,0,0,0,0
84,4330,51.21,Health,12,6,US,desktop,211.8,4,0,1,0,1,0
85,3519,158.15,Grocery,14,0,DE,mobile,51.7,1,0,0,0,0,0
86,3801,148.05,Retail,15,4,US,mobile,27.6,2,1,0,0,0,0
87,1388,63.67,Food Delivery,1,5,US,desktop,148.8,2,0,1,1,0,0
88,2249,17.22,Entertainment,0,6,US,desktop,72.2,1,0,1,1,0,1
89,4071,142.08,Entertainment,22,5,US,tablet,216.1,0,0,1,0,0,1
90,4329,41.79,Grocery,8,0,CA,mobile,56.9,2,0,0,0,0,0
91,2740,111.54,Health,1,1,US,desktop,478.2,1,0,0,1,0,0
92,4219,104.71,Health,2,6,US,mobile,379.9,0,0,1,1,0,0
93,4366,13.61,Health,0,0,US,mobile,382.0,1,0,0,1,1,0
94,2549,97.62,Online,5,6,US,mobile,50.9,0,0,1,1,0,0
95,4592,150.59,Entertainment,17,6,US,mobile,11.1,2,0,1,0,0,1
96,2153,170.23,Grocery,19,1,DE,desktop,256.5,0,0,0,0,0,0
97,1958,101.23,Travel,1,5,CA,tablet,29.0,1,0,1,1,0,0
98,3729,12.46,Grocery,13,0,US,tablet,41.4,4,1,0,0,0,1
99,3547,322.82,Retail,15,0,CA,desktop,104.0,1,0,0,0,0,0
100,1559,135.78,Health,20,2,US,tablet,257.1,4,0,0,0,0,1
101,4330,27.02,Online,21,1,US,tablet,114.5,0,0,0,0,1,0
102,1799,40.95,Retail,21,3,US,mobile,55.5,0,0,0,0,0,0
103,4219,113.43,Food Delivery,17,1,CA,mobile,5.8,0,0,0,0,0,0
104,1029,177.64,Retail,19,1,US,tablet,75.4,0,0,0,0,0,0
105,4187,55.26,Retail,17,2,US,desktop,33.4,1,0,0,0,0,0
106,4147,205.52,Online,18,0,FR,desktop,153.3,1,1,0,0,0,0
107,4121,14.99,Retail,21,4,US,desktop,107.2,2,0,0,0,1,0
108,3659,31.74,Online,3,6,DE,mobile,66.2,1,0,1,1,0,0
109,2886,11.42,Food Delivery,2,2,US,desktop,68.7,2,0,0,1,0,0
110,3820,36.69,Retail,6,1,US,mobile,177.8,2,1,0,0,0,0
111,2108,406.7,Retail,22,6,US,desktop,680.9,2,0,1,0,0,0
112,4122,704.72,Retail,16,6,US,mobile,175.2,1,0,1,0,0,0
113,3222,113.82,Utilities,11,3,FR,mobile,334.1,1,0,0,0,0,0
114,2835,47.54,Retail,7,1,US,mobile,359.6,1,0,0,0,0,0
115,3022,72.12,Entertainment,4,5,GB,desktop,187.1,1,0,1,1,0,1
116,3274,144.51,Online,9,5,FR,desktop,90.6,1,0,1,0,0,0
117,1149,18.86,Grocery,22,0,US,desktop,587.6,1,1,0,0,0,0
118,1559,50.78,Retail,22,1,DE,desktop,287.9,1,0,0,0,0,0
119,1981,378.0,Grocery,23,6,US,desktop,18.8,2,0,1,1,0,0
120,1458,31.64,Grocery,16,0,NG,tablet,271.1,1,0,0,0,0,1
121,2758,42.56,Grocery,14,1,US,mobile,8.2,0,1,0,0,0,1
122,3673,91.21,Online,2,5,US,mobile,182.5,1,0,1,1,0,0
123,3617,119.48,Online,14,5,AU,mobile,441.1,2,1,1,0,0,0
124,2884,48.18,Retail,17,1,GB,desktop,731.2,0,0,0,0,1,1
125,4420,97.22,Retail,10,6,DE,desktop,253.3,2,0,1,0,0,0
126,3260,165.33,Travel,19,2,US,tablet,4.2,3,0,0,0,0,0
127,1316,639.99,Entertainment,14,1,US,tablet,47.2,0,0,0,0,1,0
128,4059,79.34,Utilities,21,2,NG,mobile,463.2,1,0,0,0,0,0
129,3298,86.38,Food Delivery,2,4,US,tablet,218.8,2,0,0,1,0,1
130,3538,414.66,Travel,16,4,DE,mobile,25.7,1,0,0,0,0,1
131,3261,51.98,Utilities,8,1,BR,mobile,322.5,0,0,0,0,0,0
132,3214,23.94,Food Delivery,2,4,GB,desktop,49.9,0,0,0,1,0,0
133,1362,115.61,Grocery,7,0,GB,mobile,230.0,3,0,0,0,0,1
134,3236,264.06,Travel,18,0,US,desktop,117.8,1,0,0,0,0,1
135,4179,129.16,Travel,4,1,US,tablet,64.8,3,0,0,1,0,0
136,2215,81.69,Food Delivery,15,6,DE,desktop,34.4,4,0,1,0,0,0
137,3411,21.15,Retail,4,4,NG,tablet,28.7,2,1,0,1,0,1
138,1123,84.91,Travel,10,0,US,mobile,109.9,1,1,0,0,0,0
139,2389,308.94,Grocery,3,0,DE,mobile,550.7,1,0,0,1,0,1
140,2746,26.2,Retail,18,5,US,desktop,213.2,0,0,1,0,0,0
141,4930,70.47,Online,20,3,US,tablet,38.0,2,1,0,0,0,1
142,1858,61.1,Retail,12,5,US,desktop,71.0,4,0,1,0,1,0
143,2106,44.8,Travel,9,2,US,desktop,69.1,1,0,0,0,1,0
144,2634,115.34,Online,22,2,US,tablet,142.2,0,0,0,0,0,0
145,4970,140.23,Health,22,1,US,desktop,23.6,2,0,0,0,0,0
146,4413,138.77,Grocery,22,4,GB,desktop,67.1,2,0,0,0,0,0
147,1138,33.89,Retail,18,4,US,desktop,77.1,3,0,0,0,0,0
148,1935,17.36,Travel,5,3,US,mobile,19.7,1,0,0,1,0,0
149,4286,117.03,Grocery,3,6,US,desktop,4.9,0,1,1,1,0,0
150,1233,54.28,Entertainment,10,4,US,tablet,4.1,2,1,0,0,0,0
151,4422,565.84,Health,13,6,US,mobile,489.3,1,0,1,0,0,0
152,2125,592.59,Travel,4,5,CA,desktop,186.3,2,1,1,1,0,1
153,4670,658.98,Travel,3,0,US,desktop,156.3,1,0,0,1,0,0
154,2174,35.16,Grocery,7,3,AU,mobile,105.9,1,0,0,0,1,0
155,2737,159.07,Online,8,6,US,desktop,205.0,3,0,1,0,0,0
156,3647,215.07,Grocery,5,5,US,mobile,200.6,0,0,1,1,0,0
157,1505,192.16,Retail,11,0,US,mobile,79.7,1,0,0,0,0,0
158,3228,63.16,Grocery,12,1,US,desktop,10.6,2,0,0,0,0,0
159,3020,323.49,Online,2,0,US,mobile,1.0,2,1,0,1,0,0
160,4135,90.06,Utilities,0,4,NG,desktop,56.4,1,0,0,1,0,0
161,4984,102.32,Grocery,0,3,US,mobile,335.3,1,0,0,1,0,0
162,3657,19.34,Food Delivery,18,2,US,desktop,158.7,0,1,0,0,0,1
163,2636,171.53,Entertainment,19,6,US,desktop,15.3,0,0,1,0,0,0
164,2625,69.38,Grocery,3,6,DE,desktop,173.1,0,0,1,1,0,0
165,2671,143.28,Utilities,22,0,CA,mobile,281.6,2,0,0,0,0,0
166,4256,113.88,Online,6,5,US,desktop,249.8,1,0,1,0,0,0
167,2284,107.87,Retail,21,6,US,mobile,36.3,4,0,1,0,0,1
168,1667,85.99,Online,4,0,GB,mobile,293.6,2,0,0,1,0,0
169,2337,197.67,Travel,19,6,GB,tablet,514.3,0,0,1,0,0,0
170,1090,73.78,Grocery,8,5,CA,desktop,14.1,1,0,1,0,0,0
171,1424,21.01,Retail,18,1,GB,mobile,22.8,0,1,0,0,0,0
172,1360,159.01,Food Delivery,1,4,FR,mobile,67.1,1,1,0,1,0,1
173,4086,40.08,Utilities,13,0,US,mobile,501.2,0,0,0,0,0,0
174,3889,23.94,Retail,20,4,US,mobile,216.0,0,1,0,0,0,0
175,3787,32.39,Travel,3,2,FR,desktop,108.1,2,1,0,1,0,0
176,2847,119.5,Grocery,9,1,US,desktop,60.6,1,0,0,0,0,0
177,3868,81.73,Utilities,21,5,BR,mobile,135.6,2,1,1,0,0,0
178,1645,10.67,Grocery,22,5,GB,mobile,17.3,2,0,1,0,0,0
179,4602,61.33,Utilities,12,2,GB,mobile,52.4,2,0,0,0,0,0
180,3004,289.81,Grocery,1,0,AU,mobile,209.6,1,0,0,1,0,0
181,4752,57.32,Grocery,22,5,DE,mobile,4.6,1,0,1,0,0,1
182,1609,76.29,Grocery,4,6,US,mobile,49.3,2,1,1,1,1,0
183,2989,255.44,Retail,9,6,US,mobile,204.3,1,1,1,0,0,1
184,3785,199.44,Travel,20,3,US,mobile,78.1,0,0,0,0,1,1
185,2982,250.07,Utilities,2,3,US,mobile,218.7,0,0,0,1,0,0
186,2784,5.63,Retail,11,0,US,mobile,311.7,2,0,0,0,0,0
187,1664,509.55,Grocery,14,2,US,tablet,33.4,0,0,0,0,0,0
188,2524,170.1,Online,1,4,US,desktop,241.6,4,0,0,1,0,0
189,1955,1055.19,Travel,11,5,DE,desktop,69.8,1,0,1,0,0,0
190,2206,41.17,Online,1,2,US,mobile,84.0,2,0,0,1,0,0
191,3734,15.43,Food Delivery,15,6,US,mobile,238.5,3,1,1,0,0,0
192,3521,90.67,Health,21,1,GB,desktop,192.7,1,0,0,0,0,0
193,3428,68.35,Retail,4,4,GB,mobile,105.3,2,0,0,1,0,0
194,2447,173.06,Travel,6,4,US,mobile,147.5,1,1,0,0,0,0
195,4838,263.73,Retail,3,4,US,desktop,178.3,1,0,0,1,1,0
196,1350,82.49,Retail,9,2,US,mobile,151.4,3,0,0,0,0,0
197,2370,70.76,Retail,0,4,FR,desktop,120.9,3,1,0,1,0,1
198,1472,151.82,Grocery,21,1,US,mobile,145.9,2,0,0,0,0,0
199,2355,69.66,Grocery,2,5,NG,desktop,47.9,1,0,1,1,0,0
200,4847,64.07,Health,16,4,NG,desktop,241.2,0,0,0,0,0,0
201,2465,253.95,Utilities,7,2,CA,desktop,525.1,1,0,0,0,0,0
202,4634,317.28,Grocery,18,2,BR,tablet,4.8,1,0,0,0,1,0
203,2980,266.13,Health,1,0,US,desktop,283.8,2,0,0,1,0,0
204,3798,76.08,Food Delivery,11,0,US,mobile,92.4,1,0,0,0,0,0
205,2829,10.59,Grocery,2,2,GB,desktop,6.3,1,0,0,1,0,0
206,2063,77.62,Utilities,16,1,US,mobile,114.2,2,0,0,0,0,0
207,4056,42.18,Health,4,4,DE,desktop,253.4,0,0,0,1,0,0
208,4876,79.07,Online,14,3,JP,tablet,33.7,1,0,0,0,0,0
209,2054,46.01,Food Delivery,9,1,CA,mobile,70.7,3,0,0,0,1,0
210,4115,88.17,Travel,4,4,US,desktop,221.9,0,0,0,1,1,0
211,2044,31.84,Retail,4,4,US,mobile,54.0,3,0,0,1,0,0
212,3867,25.01,Food Delivery,13,3,US,tablet,165.0,1,0,0,0,0,0
213,4156,305.73,Retail,5,4,US,desktop,103.1,1,0,0,1,0,0
214,2797,34.14,Travel,22,6,AU,desktop,5.5,1,0,1,0,0,0
215,3947,90.05,Online,18,4,US,mobile,142.4,2,0,0,0,0,0
216,2088,233.81,Entertainment,8,2,BR,desktop,156.1,1,0,0,0,0,0
217,1317,224.6,Entertainment,9,4,DE,mobile,550.9,1,0,0,0,0,0
218,1385,199.31,Grocery,11,6,DE,tablet,76.5,0,0,1,0,0,0
219,2788,121.86,Retail,19,4,CA,tablet,160.2,1,0,0,0,0,0
220,4610,185.68,Grocery,9,3,US,desktop,50.5,3,0,0,0,0,1
221,1510,355.34,Online,9,0,GB,desktop,66.9,3,0,0,0,0,0
222,2823,137.69,Grocery,16,4,US,mobile,75.0,1,0,0,0,0,0
223,3816,14.34,Utilities,6,5,US,mobile,17.1,1,0,1,0,0,1
224,1809,53.06,Online,15,3,FR,desktop,30.6,1,0,0,0,1,1
225,3886,180.62,Retail,9,4,US,mobile,121.7,0,0,0,0,0,0
226,2223,48.08,Food Delivery,11,0,CA,mobile,107.8,3,0,0,0,0,1
227,4234,454.91,Grocery,18,6,US,mobile,126.4,2,0,1,0,0,0
228,3316,84.51,Grocery,1,2,US,mobile,163.5,1,0,0,1,0,0
229,3187,98.03,Grocery,15,6,US,mobile,238.5,2,0,1,0,0,0
230,1707,277.2,Retail,6,4,US,mobile,47.5,1,0,0,0,0,0
231,2852,74.97,Entertainment,0,5,CA,mobile,222.4,2,0,1,1,0,1
232,4426,107.37,Grocery,7,1,US,desktop,4.6,2,1,0,0,0,0
233,1078,221.21,Food Delivery,18,1,US,tablet,18.0,0,0,0,0,0,0
234,4034,20.65,Grocery,17,2,US,mobile,10.8,0,0,0,0,0,0
235,2971,67.67,Travel,6,1,US,desktop,45.1,1,0,0,0,0,0
236,3877,206.26,Online,9,4,DE,mobile,146.5,0,0,0,0,0,1
237,3653,96.12,Entertainment,20,1,US,mobile,30.7,2,0,0,0,1,0
238,2728,390.46,Utilities,9,5,US,desktop,358.4,0,0,1,0,0,0
239,2234,18.62,Online,6,1,US,desktop,50.5,4,1,0,0,0,1
240,3509,16.61,Retail,10,3,US,mobile,602.3,0,0,0,0,0,1
241,1560,194.36,Grocery,18,2,US,tablet,95.0,1,0,0,0,0,0
242,3336,213.96,Travel,10,5,CA,mobile,18.0,3,0,1,0,0,0
243,1378,74.2,Utilities,12,2,US,mobile,315.4,0,0,0,0,0,0
244,3599,134.34,Retail,17,5,US,mobile,261.9,2,0,1,0,0,0
245,3514,189.66,Travel,20,6,DE,desktop,314.1,1,0,1,0,1,0
246,1337,39.89,Grocery,16,3,US,mobile,340.6,5,0,0,0,0,0
247,4029,44.4,Grocery,9,0,GB,mobile,32.4,0,0,0,0,0,0
248,2663,108.82,Food Delivery,18,4,NG,mobile,261.4,1,0,0,0,1,0
249,4147,222.31,Retail,18,4,DE,mobile,9.4,0,0,0,0,0,0
250,1166,28.05,Utilities,4,0,US,desktop,237.1,3,1,0,1,0,0
251,1717,73.85,Retail,16,3,US,desktop,184.2,0,0,0,0,0,0
252,2975,70.51,Food Delivery,17,0,US,desktop,121.9,2,0,0,0,0,0
253,1752,136.72,Grocery,7,1,US,desktop,154.0,0,1,0,0,0,1
254,2319,89.24,Grocery,7,4,CA,mobile,100.0,2,0,0,0,0,0
255,3642,52.15,Travel,16,3,US,desktop,48.6,1,0,0,0,0,0
256,1578,313.74,Grocery,0,4,CA,desktop,118.0,1,0,0,1,0,0
257,3710,52.5,Health,6,2,DE,desktop,798.9,3,0,0,0,0,0
258,1413,67.22,Food Delivery,15,2,US,desktop,244.9,1,0,0,0,0,0
259,1700,18.33,Travel,10,0,US,mobile,105.8,3,0,0,0,0,1
260,3350,44.1,Retail,0,4,US,desktop,1.0,1,0,0,1,1,0
261,4173,150.82,Retail,3,3,DE,mobile,360.5,1,0,0,1,0,0
262,1682,124.04,Online,2,0,US,mobile,398.3,3,0,0,1,0,0
263,2199,163.94,Grocery,12,0,US,mobile,336.7,1,0,0,0,0,1
264,4700,156.18,Travel,0,5,AU,mobile,70.6,1,0,1,1,0,0
265,4958,726.12,Grocery,18,5,US,desktop,1.2,1,0,1,0,0,0
266,3324,42.61,Utilities,14,2,CA,desktop,975.0,2,0,0,0,0,0
267,2788,17.82,Retail,12,6,US,mobile,321.4,2,0,1,0,0,1
268,2387,31.48,Food Delivery,4,3,US,mobile,342.3,1,0,0,1,0,0
269,3449,44.54,Utilities,4,3,BR,mobile,117.0,1,0,0,1,0,0
270,3363,33.98,Travel,19,6,CA,desktop,213.3,2,0,1,0,0,0
271,2179,98.86,Grocery,14,4,GB,tablet,3.7,0,0,0,0,0,0
272,1091,315.03,Travel,8,3,GB,mobile,388.6,3,0,0,0,1,1
273,1605,419.75,Online,5,0,GB,tablet,15.3,1,0,0,1,0,0
274,4834,149.05,Retail,8,3,US,mobile,9.5,2,0,0,0,0,0
275,2672,766.07,Grocery,7,2,US,desktop,52.5,1,0,0,0,0,0
276,2929,63.03,Grocery,12,0,AU,desktop,63.9,1,0,0,0,0,0
277,2868,17.59,Online,6,3,CA,mobile,4.2,1,0,0,0,0,0
278,4130,258.06,Food Delivery,18,0,JP,mobile,161.9,1,0,0,0,0,0
279,1259,14.32,Grocery,1,6,DE,desktop,360.2,1,0,1,1,0,0
280,1330,42.31,Food Delivery,16,6,DE,desktop,83.5,1,0,1,0,0,0
281,2103,151.43,Travel,0,5,GB,mobile,146.6,2,0,1,1,0,1
282,2946,81.26,Grocery,4,6,BR,mobile,63.5,3,1,1,1,0,0
283,3684,74.37,Travel,22,5,DE,tablet,131.3,1,0,1,0,0,0
284,2962,27.64,Food Delivery,18,5,US,mobile,54.9,4,0,1,0,0,0
285,2764,89.05,Online,23,0,US,mobile,135.1,2,0,0,1,0,0
286,4751,245.59,Retail,12,6,US,mobile,56.6,1,0,1,0,0,0
287,1644,91.83,Travel,3,1,US,mobile,156.0,0,0,0,1,0,0
288,3286,39.24,Retail,23,0,US,desktop,636.1,3,0,0,1,0,1
289,3168,25.85,Travel,18,6,US,mobile,381.3,3,0,1,0,1,0
290,2893,40.06,Travel,12,5,US,mobile,244.8,3,0,1,0,0,0
291,4230,133.26,Retail,18,4,US,tablet,31.6,1,0,0,0,0,0
292,2067,126.93,Retail,6,0,DE,tablet,127.9,1,0,0,0,0,0
293,4815,40.43,Grocery,18,2,US,mobile,128.1,1,0,0,0,0,0
294,2326,9.87,Travel,18,4,CA,desktop,172.2,0,0,0,0,0,0
295,3180,137.0,Grocery,3,4,BR,desktop,556.9,1,0,0,1,0,0
296,3082,36.68,Online,0,5,US,mobile,44.2,2,0,1,1,0,0
297,4399,179.3,Retail,20,1,US,desktop,568.4,3,0,0,0,0,0
298,2755,42.26,Online,17,4,CA,mobile,28.5,4,0,0,0,0,1
299,2138,33.52,Grocery,7,0,GB,mobile,228.9,2,0,0,0,0,0
300,1086,104.92,Travel,13,1,US,mobile,195.5,4,0,0,0,0,0
301,2454,951.18,Grocery,0,0,US,desktop,258.2,1,0,0,1,0,0
302,4305,190.38,Grocery,4,6,JP,desktop,216.5,1,0,1,1,0,0
303,1039,103.15,Food Delivery,2,2,US,desktop,296.7,2,0,0,1,0,0
304,4584,128.88,Grocery,0,3,NG,desktop,129.3,0,1,0,1,0,1
305,3171,15.63,Grocery,3,0,US,mobile,114.9,1,0,0,1,0,0
306,1560,29.3,Travel,1,6,US,desktop,35.8,2,0,1,1,0,0
307,2208,7.31,Travel,22,2,DE,mobile,572.4,3,1,0,0,0,1
308,3216,507.69,Utilities,1,3,FR,desktop,17.4,0,0,0,1,0,0
309,2262,414.63,Health,3,2,US,desktop,153.0,0,0,0,1,0,0
310,1434,133.33,Retail,11,2,US,mobile,449.7,1,0,0,0,0,0
311,3663,103.04,Grocery,14,2,US,tablet,35.1,1,0,0,0,0,0
312,3688,19.08,Retail,16,6,JP,mobile,186.7,1,0,1,0,0,0
313,1475,72.29,Retail,2,0,AU,mobile,59.7,1,1,0,1,0,1
314,2124,540.44,Retail,3,5,GB,mobile,252.7,1,0,1,1,0,0
315,1975,102.66,Grocery,0,1,DE,tablet,350.0,2,0,0,1,0,0
316,3637,51.18,Grocery,3,0,US,desktop,636.5,5,0,0,1,0,1
317,3921,15.52,Grocery,4,6,CA,desktop,132.8,3,0,1,1,0,0
318,3907,357.92,Travel,19,3,DE,mobile,178.2,0,0,0,0,1,0
319,4755,83.92,Retail,14,6,US,desktop,100.2,0,0,1,0,0,0
320,4074,15.54,Entertainment,5,0,US,desktop,132.9,2,0,0,1,0,0
321,2282,35.72,Grocery,2,0,CA,mobile,39.5,1,0,0,1,0,0
322,1430,25.09,Food Delivery,19,6,JP,desktop,420.4,0,0,1,0,0,1
323,3458,78.91,Grocery,17,1,BR,mobile,14.4,0,0,0,0,0,1
324,4664,110.76,Grocery,2,3,US,mobile,555.2,0,1,0,1,0,0
325,4900,54.42,Online,13,1,US,mobile,79.2,1,0,0,0,0,0
326,1920,195.79,Grocery,20,1,CA,mobile,201.0,1,0,0,0,0,0
327,1945,97.4,Utilities,6,4,US,tablet,24.4,3,0,0,0,0,0
328,1149,260.42,Utilities,17,0,US,mobile,19.1,2,0,0,0,0,0
329,1565,62.98,Grocery,9,5,CA,mobile,48.8,0,0,1,0,0,1
330,3219,1891.88,Grocery,3,2,US,mobile,3.8,3,0,0,1,0,0
331,3187,51.19,Grocery,6,6,FR,mobile,1.2,3,1,1,0,1,0
332,2483,36.48,Utilities,8,2,US,mobile,105.5,4,0,0,0,0,0
333,2239,32.26,Grocery,0,5,AU,desktop,1.0,1,0,1,1,0,0
334,4319,72.9,Food Delivery,7,6,CA,desktop,49.8,1,0,1,0,0,1
335,2840,16.13,Travel,23,4,US,mobile,5.7,1,0,0,1,1,0
336,4233,120.85,Retail,3,6,US,tablet,44.2,0,0,1,1,0,0
337,4852,13.39,Grocery,0,5,BR,mobile,194.6,3,0,1,1,0,1
338,2268,105.81,Food Delivery,9,3,US,mobile,5.2,4,0,0,0,1,0
339,1810,23.31,Online,23,6,US,mobile,41.1,0,0,1,1,0,0
340,4811,61.48,Grocery,16,6,DE,desktop,34.1,1,0,1,0,0,0
341,3539,164.77,Grocery,12,6,FR,mobile,19.6,1,0,1,0,0,0
342,2163,901.48,Retail,17,5,JP,tablet,130.8,2,1,1,0,0,0
343,3487,30.63,Retail,0,0,GB,mobile,42.4,1,0,0,1,0,1
344,3060,77.45,Entertainment,4,5,US,desktop,110.1,1,1,1,1,1,0
345,4622,43.65,Travel,20,1,US,mobile,61.4,4,0,0,0,1,0
346,2023,37.72,Utilities,17,1,US,tablet,136.6,1,0,0,0,0,0
